診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,備註
P8418C,2317,20251101,29101231,,每日護理費(天)-山地離島地區每日護理費(天)-1.在宅,1.每日護理費所訂點數含護理人員訪視、護理服務、照護處置、電子資料處理及行政作業成本等。2.護理人員於下列期間提供實地訪視者，加成方式如下：(1)例假日(週六之零時起至週日二十四時止、國定假日零時至二十四時)加計百分之二十。(2)因天然災害停止上班期間加計百分之五十。(3)同時符合(1)及(2)所列條件者，則加計百分之五十。3.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8419C,1854,20251101,29101231,,每日護理費(天)-山地離島地區每日護理費(天)-2.機構,1.每日護理費所訂點數含護理人員訪視、護理服務、照護處置、電子資料處理及行政作業成本等。2.護理人員於下列期間提供實地訪視者，加成方式如下：(1)例假日(週六之零時起至週日二十四時止、國定假日零時至二十四時)加計百分之二十。(2)因天然災害停止上班期間加計百分之五十。(3)同時符合(1)及(2)所列條件者，則加計百分之五十。3.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8420C,1316,20251101,29101231,,每日護理費(天)-目標照護天數外之每日護理費(肺炎第十一至十四天、尿路感染第八至九天、軟組織感染第八至九天)-1.在宅,1.每日護理費所訂點數含護理人員訪視、護理服務、照護處置、電子資料處理及行政作業成本等。2.護理人員於下列期間提供實地訪視者，加成方式如下：(1)例假日(週六之零時起至週日二十四時止、國定假日零時至二十四時)加計百分之二十。(2)因天然災害停止上班期間加計百分之五十。(3)同時符合(1)及(2)所列條件者，則加計百分之五十。3.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8421C,2640,20240701,29101231,,醫事人員訪視費-醫師收案評估費(件),1.同一病人於相同照護期間限報一次。 2.醫師於收案當日完成實地訪視，得申報本項費用。
P8422C,1100,20251101,29101231,,醫事人員訪視費-居家藥事照護費(次)-1.在宅,1.居家藥事照護費所訂點數含用藥評估、用藥分裝、餘藥檢核、藥事服務、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8423C,880,20251101,29101231,,醫事人員訪視費-居家藥事照護費(次)-2.機構,1.居家藥事照護費所訂點數含用藥評估、用藥分裝、餘藥檢核、藥事服務、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8424C,1452,20251101,29101231,,醫事人員訪視費-山地離島居家藥事照護費(次)-1.在宅,1.居家藥事照護費所訂點數含用藥評估、用藥分裝、餘藥檢核、藥事服務、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8425C,1162,20251101,29101231,,醫事人員訪視費-山地離島居家藥事照護費(次)-2.機構,1.居家藥事照護費所訂點數含用藥評估、用藥分裝、餘藥檢核、藥事服務、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8426C,1050,20251101,29101231,,醫事人員訪視費-呼吸治療師訪視費(次)-1.在宅,1.呼吸治療訪視費所訂點數含呼吸治療處置、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8427C,840,20251101,29101231,,醫事人員訪視費-呼吸治療師訪視費(次)-2.機構,1.呼吸治療訪視費所訂點數含呼吸治療處置、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8428C,1386,20251101,29101231,,醫事人員訪視費-山地離島呼吸治療師訪視費(次)-1.在宅,1.呼吸治療訪視費所訂點數含呼吸治療處置、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8429C,1109,20251101,29101231,,醫事人員訪視費-山地離島呼吸治療師訪視費(次)-2.機構,1.呼吸治療訪視費所訂點數含呼吸治療處置、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8430C,1000,20240701,29101231,,管理指導費-壓傷照護指導費(件),1.同一病人於相同照護期間限報一次，照護期間產生之壓傷不得申報本項費用。2.本項支付點數內含三級以上壓傷傷口照護之病人及家屬衛教指導、24小時諮詢服務等費用，照護小組應將衛教指導情形記載於病歷及VPN訪視紀錄。
P8431C,1000,20240701,29101231,,管理指導費-噴霧照護指導費(件),1.同一病人於相同照護期間限報一次。2.本項支付點數內含蒸汽吸入、抽痰或咳嗽拍痰之病人及家屬衛教指導及24小時諮詢服務費用，照護小組應將衛教指導情形記載於病歷及VPN訪視紀錄。
P8432C,1000,20240701,29101231,,管理指導費-氧氣照護指導費(件),1.同一病人於相同照護期間限報一次。2.本項支付點數內含氧氣、鼻導管、各式面罩、T型管、呼吸器等氧氣照護之病人與家屬衛教指導及24小時諮詢服務費用，照護小組應將衛教指導情形記載於病歷及VPN訪視紀錄。
P8433C,3106,20240701,29101231,,緊急訪視費及其他費用-醫師緊急訪視費(次),
P8434C,2632,20240701,29101231,,緊急訪視費及其他費用-護理人員緊急訪視費(次),
P8435C,400,20240701,29101231,,緊急訪視費及其他費用-遠端生命徵象監測費(天),1.本項支付點數內含遠端生命徵象監測設備成本(如血壓、血氧、呼吸等)、至案家完成設備架設及設定、教導病人及照顧者使用設備、電子資料處理、醫事人員監測判讀及行政成本等。2.照護小組應將遠端監測設備之類型及使用頻率記載於病歷並保留照片備查。
P8436C,2100,20251101,29101231,,每日醫療費(天)-肺炎(第十一至十四天)，2.機構,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8437C,3697,20251101,29101231,,每日醫療費(天)-肺炎(第十一至十四天)-山地離島地區每日醫療費(天)-1.在宅,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8438C,2773,20251101,29101231,,每日醫療費(天)-肺炎(第十一至十四天)-山地離島地區每日醫療費(天)-2.機構,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8439C,1538,20251101,29101231,,每日醫療費(天)-尿路感染(第八至九天)-2.機構,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8440C,2706,20251101,29101231,,每日醫療費(天)-尿路感染(第八至九天)-山地離島地區每日醫療費(天)-1.在宅,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8441C,2030,20251101,29101231,,每日醫療費(天)-尿路感染(第八至九天)-山地離島地區每日醫療費(天)-2.機構,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8442C,1747,20251101,29101231,,每日醫療費(天)-軟組織感染(第八至九天)-2.機構,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
P8443C,3074,20251101,29101231,,每日醫療費(天)-軟組織感染(第八至九天)-山地離島地區每日醫療費(天)-1.在宅,1.每日醫療費所訂點數含診察(含會診、通訊診療)、藥物、藥事服務、檢驗(查)、各項治療處置、特殊材料、個案管理、電子資料處理及行政作業成本等。2.訪視人員當日僅提供一位機構住民在宅急症照護，且同時段未提供西醫門診巡診服務、居家照護及安寧居家療護等醫療服務時，得以在宅支付點數申報。
